,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,label,Churn
0,0.4961658619710309,1.0,0.0,0.0,0.0,0.4861111111111111,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.3079601990049751,0.1839203675344563,0.0,
1,0.8048849758591309,1.0,0.0,1.0,1.0,0.2083333333333333,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5656716417910447,0.0441041347626339,0.0,
2,0.7392786140301051,1.0,0.0,1.0,1.0,0.1805555555555555,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.2218905472636815,0.7422664624808576,0.0,
3,0.4933257597273501,0.0,0.0,1.0,0.0,0.3611111111111111,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5497512437810945,0.2304747320061255,0.0,
4,0.2857142857142857,1.0,0.0,1.0,1.0,0.0138888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2616915422885572,0.5732006125574273,0.0,
5,0.8481965350752627,1.0,0.0,0.0,1.0,0.9166666666666666,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6094527363184079,0.6663093415007657,0.0,
6,0.8578528827037774,0.0,0.0,0.0,0.0,0.0138888888888888,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.3333333333333333,0.0154228855721393,0.228177641653905,0.0,
7,0.8081510934393638,0.0,0.0,1.0,0.0,0.5555555555555556,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.381592039800995,0.3085758039816232,0.0,
8,0.1882987787560352,0.0,0.0,1.0,0.0,0.9027777777777776,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4134328358208955,0.5,0.0,
9,0.1968190854870775,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.6199004975124378,0.6258805513016845,0.0,
10,0.8334280034081226,0.0,1.0,0.0,0.0,0.0694444444444444,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4144278606965174,0.37947932618683,0.0,
11,0.1995171826185742,0.0,0.0,1.0,1.0,0.0694444444444444,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3099502487562188,0.2998468606431853,0.0,
12,0.6681340528259018,0.0,0.0,0.0,0.0,0.0277777777777777,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3253731343283582,0.0640122511485451,0.0,
13,0.1735302470888952,1.0,0.0,1.0,1.0,0.4166666666666666,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4910447761194029,0.2491577335375191,0.0,
14,0.0379153649531383,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7676616915422886,0.4607963246554364,0.0,
15,0.1269525702925305,0.0,0.0,1.0,1.0,0.7638888888888888,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.5054726368159204,0.5035222052067381,0.0,
16,0.239278614030105,0.0,0.0,0.0,0.0,0.4305555555555555,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6616915422885572,0.3464012251148545,0.0,
17,0.5739846634478841,0.0,1.0,1.0,1.0,0.3888888888888888,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.1756218905472636,0.9944869831546708,0.0,
18,0.7509230332291963,1.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.0069651741293532,0.434303215926493,0.0,
