age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
0.35616438356164376,0.75,0.05694299180940221,0.06666666666666667,0.4,0.3333333333333333,0.4285714285714285,0.0,1.0,1.0,0.0,0.0,0.6020408163265305,0.951219512195122,0
0.0136986301369863,0.0,0.17968989826272397,1.0,0.6,0.6666666666666666,0.0,0.6000000000000001,1.0,0.0,0.0,0.3677685950413223,0.19387755102040813,0.951219512195122,0
0.2328767123287671,0.5,0.12761779926923025,1.0,0.6,0.6666666666666666,0.5714285714285714,0.2,1.0,0.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.0,0.5,0.09810448105839367,0.0,0.33333333333333337,0.6666666666666666,0.8571428571428571,0.8,1.0,0.0,0.0,0.0,0.11224489795918367,0.951219512195122,0
0.32876712328767127,0.5,0.1136190760788362,1.0,0.6,0.0,0.5714285714285714,0.2,1.0,0.0,0.0,0.0,0.3571428571428571,0.951219512195122,1
0.0547945205479452,0.5,0.09328316648782277,1.0,0.6,0.6666666666666666,0.5714285714285714,0.2,1.0,0.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.4383561643835617,0.5,0.15324092310617896,0.6666666666666666,1.0,0.3333333333333333,0.8571428571428571,0.0,1.0,1.0,0.0,0.0,0.6020408163265305,0.951219512195122,0
0.4794520547945205,0.5,0.10417951399736489,1.0,0.6,0.3333333333333333,0.2857142857142857,0.0,1.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.2191780821917808,0.5,0.021805598945952923,0.7333333333333333,0.5333333333333333,0.0,0.4285714285714285,0.6000000000000001,1.0,1.0,0.0,0.0,0.19387755102040813,0.951219512195122,0
0.27397260273972607,0.5,0.11368087909699678,0.4,0.26666666666666666,0.3333333333333333,0.4285714285714285,0.0,1.0,1.0,0.0,0.0,0.5,0.951219512195122,0
0.5342465753424657,0.5,0.06293041387647547,0.3333333333333333,0.2,0.3333333333333333,0.5714285714285714,0.0,0.5,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.0410958904109589,0.5,0.06860950000679154,0.3333333333333333,0.2,0.6666666666666666,0.5,0.4,1.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.136986301369863,0.5,0.10366539438475435,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.21428571428571427,0.2,1.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.27397260273972607,0.5,0.12807351163390882,1.0,0.6,1.0,0.21428571428571427,0.8,1.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.0273972602739726,0.5,0.02300770160687847,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.3571428571428571,0.6000000000000001,1.0,1.0,0.0,0.0,0.24489795918367346,0.951219512195122,0
0.1232876712328767,0.0,0.14217478708520667,0.6,0.8,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.1232876712328767,0.5,0.12794990559758765,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.5,0.6000000000000001,1.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.0958904109589041,0.5,0.02683609296260578,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.07142857142857142,1.0,0.5,0.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.5753424657534245,0.75,0.01375422773393461,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.3571428571428571,0.0,1.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,1
0.27397260273972607,0.5,0.05914684668776572,0.0,0.33333333333333337,0.3333333333333333,0.9999999999999999,0.0,1.0,1.0,0.0,0.0,0.5510204081632653,0.951219512195122,0
0.5753424657534245,0.875,0.08647736379565614,0.8,0.8666666666666667,0.3333333333333333,0.2857142857142857,0.0,1.0,1.0,0.0,0.0,0.5,0.951219512195122,1
0.5068493150684932,0.5,0.12649991170997407,0.8,0.8666666666666667,1.0,0.07142857142857142,0.8,1.0,0.0,0.0,0.0,0.37755102040816324,0.951219512195122,0
0.1232876712328767,0.5,0.22993982695154916,0.26666666666666666,0.13333333333333336,0.6666666666666666,0.9999999999999999,0.2,1.0,1.0,0.0,0.0,0.39795918367346933,0.0,0
0.7397260273972601,0.0,0.07055052226946117,1.0,0.6,1.0,0.0,0.2,1.0,0.0,0.0,0.0,0.13265306122448978,0.04878048780487805,0
0.32876712328767127,0.5,0.0917448825742655,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.07142857142857142,0.0,1.0,1.0,0.0,0.0,0.47959183673469385,0.951219512195122,0
0.27397260273972607,0.5,0.14128373697722119,0.7333333333333333,0.5333333333333333,0.0,0.07142857142857142,0.8,1.0,0.0,0.0,0.0,0.39795918367346933,0.6341463414634146,0
0.0684931506849315,0.5,0.13460086116732997,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.5714285714285714,0.2,1.0,0.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.4931506849315069,0.5,0.12964235747952352,0.5333333333333333,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.0,1.0,1.0,0.0,0.0,0.44897959183673464,0.951219512195122,0
0.2191780821917808,0.5,0.09363428912946034,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.21428571428571427,0.0,1.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.6986301369863013,0.5,0.025852677904402273,0.8,0.8666666666666667,0.6666666666666666,0.07142857142857142,0.2,1.0,0.0,0.06360063600636007,0.0,0.19387755102040813,0.951219512195122,0
0.1095890410958904,0.5,0.06545211284823624,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.2857142857142857,0.2,1.0,1.0,0.0,0.0,0.44897959183673464,0.951219512195122,0
0.2602739726027397,0.5,0.2746906453321743,0.4666666666666667,0.7333333333333334,0.0,0.2857142857142857,0.2,1.0,1.0,0.0,0.0,0.47959183673469385,0.951219512195122,0
0.7123287671232876,0.5,0.3400571847706497,0.06666666666666667,0.4,0.3333333333333333,0.7142857142857142,0.0,0.5,1.0,0.0,0.0,0.44897959183673464,0.951219512195122,0
0.1780821917808219,0.5,0.11232528762173837,1.0,0.6,0.6666666666666666,0.21428571428571427,0.2,1.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,1
0.2328767123287671,0.5,0.028908191956099484,0.6,0.8,0.6666666666666666,0.2857142857142857,0.2,1.0,1.0,0.0,0.36501377410468316,0.5,0.951219512195122,0
0.2191780821917808,0.5,0.1468623083087706,0.0,0.33333333333333337,0.6666666666666666,0.21428571428571427,0.8,1.0,0.0,0.0,0.0,0.346938775510204,0.951219512195122,0
0.4520547945205479,0.5,0.08377908477200799,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.5,0.4,0.25,0.0,0.0,0.0,0.39795918367346933,0.07317073170731708,0
0.0,0.5,0.07815772673557816,0.06666666666666667,0.4,0.6666666666666666,0.8571428571428571,0.6000000000000001,1.0,0.0,0.0,0.0,0.07142857142857142,0.951219512195122,0
0.1095890410958904,0.5,0.06273821328153652,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.5714285714285714,0.8,1.0,0.0,0.0,0.0,0.21428571428571425,0.951219512195122,0
0.0821917808219178,0.5,0.11581410195460534,1.0,0.6,0.6666666666666666,0.5714285714285714,0.6000000000000001,1.0,0.0,0.0,0.0,0.39795918367346933,0.14634146341463414,0
0.1643835616438356,0.5,0.10698713682237405,0.4666666666666667,0.7333333333333334,0.3333333333333333,0.8571428571428571,0.0,1.0,1.0,0.0,0.0,0.5,0.951219512195122,1
0.1506849315068493,0.5,0.06799554474946007,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.21428571428571427,0.8,1.0,1.0,0.023540235402354025,0.0,0.39795918367346933,0.951219512195122,0
0.1232876712328767,0.5,0.0832663234674889,0.6,0.8,0.6666666666666666,0.9285714285714285,0.6000000000000001,1.0,0.0,0.0,0.0,0.346938775510204,0.951219512195122,0
0.4520547945205479,0.5,0.0826381059751973,0.7333333333333333,0.5333333333333333,0.0,0.07142857142857142,0.8,1.0,0.0,0.0,0.0,0.346938775510204,0.951219512195122,0
0.0958904109589041,0.5,0.2272612433952269,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.21428571428571427,0.0,1.0,1.0,0.0,0.0,0.43877551020408156,0.6341463414634146,0
0.136986301369863,0.0,0.10175017997582211,0.4,0.26666666666666666,0.6666666666666666,0.0,0.6000000000000001,1.0,0.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.27397260273972607,0.5,0.11967916762880157,0.6,0.8,0.6666666666666666,0.07142857142857142,0.2,1.0,0.0,0.0,0.0,0.346938775510204,0.951219512195122,0
0.1780821917808219,0.5,0.02977139674821043,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.21428571428571427,0.2,1.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.1917808219178082,0.25,0.1409910215835156,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.7857142857142856,0.2,0.5,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.3972602739726027,0.5,0.08192431507314489,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.8571428571428571,0.0,1.0,1.0,0.0,0.0,0.44897959183673464,0.951219512195122,1
0.1643835616438356,0.5,0.07911601309409,0.3333333333333333,0.2,0.0,0.21428571428571427,0.8,1.0,0.0,0.0,0.0,0.5510204081632653,0.951219512195122,0
0.7123287671232876,0.0,0.06720433028619552,0.4,0.26666666666666666,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.19387755102040813,0.951219512195122,0
0.0684931506849315,0.0,0.17449912389128103,1.0,0.6,0.6666666666666666,0.0,0.6000000000000001,1.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.0684931506849315,0.5,0.15731788484264,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.9999999999999999,0.4,1.0,1.0,0.0,0.0,0.8061224489795917,0.951219512195122,0
0.2602739726027397,0.875,0.13484264000760654,0.8,0.8666666666666667,0.6666666666666666,0.7142857142857142,0.6000000000000001,1.0,0.0,0.0,0.0,0.2959183673469387,0.951219512195122,0
0.1917808219178082,0.5,0.0697165211013162,0.4666666666666667,0.7333333333333334,0.3333333333333333,0.07142857142857142,0.0,1.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,1
0.3972602739726027,0.625,0.10126254737099469,0.4,0.26666666666666666,0.3333333333333333,0.07142857142857142,1.0,1.0,0.0,0.0,0.0,0.5,0.951219512195122,0
0.4794520547945205,0.5,0.12051113133480937,0.7333333333333333,0.5333333333333333,0.8333333333333333,0.6428571428571428,0.2,1.0,0.0,0.0,0.0,0.5,0.951219512195122,0
0.6712328767123288,0.0,0.11802067344915174,1.0,0.6,1.0,0.0,0.8,0.5,0.0,0.0,1.0,0.39795918367346933,0.951219512195122,0
0.0684931506849315,0.5,0.3373786012143275,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.8571428571428571,0.4,0.5,0.0,0.0,0.0,0.36734693877551017,0.951219512195122,0
0.2054794520547945,0.5,0.10712432593960962,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.21428571428571427,0.0,1.0,1.0,0.0,0.0,0.5,0.951219512195122,0
0.30136986301369856,0.25,0.06738158949212861,0.4666666666666667,0.7333333333333334,0.3333333333333333,0.07142857142857142,1.0,1.0,0.0,0.0,0.0,0.19387755102040813,0.951219512195122,1
0.30136986301369856,0.625,0.18408674155471944,0.6,0.8,0.3333333333333333,0.2857142857142857,0.0,1.0,1.0,0.07298072980729807,0.0,0.39795918367346933,0.951219512195122,1
0.3424657534246575,0.5,0.07010635552355986,0.6666666666666666,1.0,0.3333333333333333,0.7142857142857142,0.0,1.0,1.0,0.0,0.0,0.5,0.951219512195122,0
0.2191780821917808,0.5,0.0758173618940248,1.0,0.6,0.6666666666666666,0.2857142857142857,0.2,0.5,0.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.41095890410958896,0.5,0.05220045910813491,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.9999999999999999,0.0,0.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,1
0.0410958904109589,0.5,0.064832724358539,0.06666666666666667,0.4,0.6666666666666666,0.9999999999999999,0.4,1.0,1.0,0.0,0.0,0.39795918367346933,0.3170731707317074,0
0.2602739726027397,0.75,0.16636897080995913,0.3333333333333333,0.2,0.6666666666666666,0.3571428571428571,0.6000000000000001,1.0,1.0,0.0,0.0,0.7551020408163265,0.951219512195122,0
0.2876712328767123,0.5,0.45374621371619517,0.7333333333333333,0.5333333333333333,0.0,0.07142857142857142,0.8,1.0,0.0,0.0,0.0,0.19387755102040813,0.951219512195122,0
0.4383561643835617,0.5,0.11989649692343218,0.7333333333333333,0.5333333333333333,0.0,0.7142857142857142,0.2,1.0,1.0,0.0,0.0,0.4183673469387755,0.951219512195122,0
0.6575342465753424,0.5,0.13601893481479468,0.06666666666666667,0.4,0.3333333333333333,0.4285714285714285,0.0,1.0,1.0,0.0,0.0,0.19387755102040813,0.951219512195122,0
0.4383561643835617,0.25,0.18762513413292403,0.8,0.8666666666666667,0.8333333333333333,0.7142857142857142,0.8,1.0,0.0,0.0,0.0,0.5,0.951219512195122,0
0.27397260273972607,0.5,0.15545089037095394,0.6,0.8,0.3333333333333333,0.7142857142857142,0.0,1.0,1.0,0.0,0.0,0.9999999999999999,0.951219512195122,1
0.0958904109589041,0.125,0.20526751877860938,0.6,0.8,0.6666666666666666,0.7142857142857142,0.2,1.0,1.0,0.0,0.39967860422405876,0.44897959183673464,0.951219512195122,0
0.0547945205479452,0.0,0.23413428233791989,1.0,0.6,0.3333333333333333,0.0,1.0,0.5,0.0,0.02105021050210502,0.0,0.19387755102040813,0.951219512195122,0
0.1232876712328767,0.5,0.1098239632713492,1.0,0.6,0.3333333333333333,0.21428571428571427,0.0,1.0,1.0,0.0,0.0,0.44897959183673464,0.951219512195122,1
0.136986301369863,0.5,0.18088045530487226,1.0,0.6,0.6666666666666666,0.21428571428571427,0.2,1.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.4520547945205479,0.5,0.1215780823406365,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.21428571428571427,0.0,1.0,1.0,0.0,0.0,0.5,0.951219512195122,0
0.1232876712328767,0.25,0.1773366294943019,1.0,0.6,0.6666666666666666,0.7857142857142856,0.2,1.0,1.0,0.0,0.0,0.39795918367346933,0.7073170731707318,0
0.3698630136986301,0.5,0.058530174814251365,0.0,0.33333333333333337,0.6666666666666666,0.3571428571428571,0.8,1.0,1.0,0.0,0.0,0.346938775510204,0.951219512195122,0
0.0273972602739726,0.5,0.21130927316934028,1.0,0.6,0.6666666666666666,0.4285714285714285,0.6000000000000001,1.0,1.0,0.0,0.0,0.19387755102040813,0.951219512195122,0
0.35616438356164376,0.5,0.059018486573124515,0.7333333333333333,0.5333333333333333,0.0,0.07142857142857142,0.8,1.0,0.0,0.0,0.0,0.5816326530612245,0.951219512195122,0
0.0684931506849315,0.875,0.17143545999103518,0.6,0.8,0.6666666666666666,0.9285714285714285,0.6000000000000001,1.0,0.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.1506849315068493,0.75,0.12126363401746784,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.8571428571428571,0.0,1.0,1.0,0.0,0.0,0.5,0.951219512195122,1
0.2602739726027397,0.25,0.07104426726070007,1.0,0.6,0.3333333333333333,0.21428571428571427,0.0,1.0,1.0,0.0,0.0,0.39795918367346933,0.951219512195122,0
0.27397260273972607,0.5,0.06611428804281387,0.6,0.8,0.3333333333333333,0.7142857142857142,1.0,1.0,0.0,0.0,0.0,0.1530612244897959,0.951219512195122,1
0.1506849315068493,0.625,0.13037176892462748,0.6,0.8,0.3333333333333333,0.7142857142857142,0.0,1.0,1.0,0.0,0.0,0.5,0.951219512195122,1
